CONTROL,VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,BP1_2C,FAC_DEL
0140142,05,01,1,1,02,01,01,000178
0140049,05,01,1,1,04,01,01,000202
0140141,02,01,1,1,02,03,01,000170
0140060,02,01,1,1,08,05,01,001225
0100012,01,01,2,2,04,01,01,000147
0140137,03,01,1,1,06,01,01,000404
0140063,01,01,1,1,01,01,01,000149
0140135,02,01,1,1,10,01,01,000180
0140403,03,01,1,2,04,04,01,000178
0140049,05,01,1,1,07,01,01,000404
0140395,05,01,1,1,03,01,01,000164
0140403,01,01,1,1,02,02,01,000178
0140136,04,01,1,1,04,01,01,000172
0140137,03,01,1,1,02,01,01,000202
0140136,03,01,1,1,05,03,01,000688
0140136,02,01,1,1,02,01,01,000172
0140026,05,01,2,2,03,01,01,000180
0140023,02,01,2,2,02,03,01,000166
0140091,05,01,1,1,09,01,01,000360
0140145,02,01,1,1,09,01,01,000214
0140048,05,01,1,1,10,01,01,000193
0140136,05,01,1,1,02,08,01,000172
0140197,04,01,1,2,02,02,01,000168
0140197,03,01,1,1,09,03,01,000504
0140048,05,01,1,1,14,01,01,000193
0140283,01,01,1,1,02,02,01,000172
0140302,01,01,1,1,02,02,01,000130
0140259,01,01,1,1,02,06,01,000191
0140384,05,01,1,1,03,01,01,000167
0140300,02,01,1,1,02,01,01,000180
0140053,01,01,1,1,08,04,01,000772
0140040,05,01,1,1,09,01,01,000190
0140196,05,01,1,1,03,01,01,000197
0140026,04,01,1,1,03,02,01,000180
0140387,02,01,1,1,09,02,01,000340
0140167,01,01,1,1,09,04,01,000552
0140403,03,01,2,2,04,04,01,000178
0140299,04,01,1,1,02,01,01,000176
0140173,05,01,1,1,11,02,01,000342
0140396,03,01,1,1,02,01,01,000174
0140197,04,01,2,2,02,02,01,000168
0140299,02,01,2,2,03,03,01,000176
0140135,01,01,1,1,10,01,01,000180
0140278,05,01,1,1,08,01,01,000362
0140199,02,01,1,1,07,01,01,000203
0140283,03,01,1,1,03,01,01,000172
0140040,03,01,1,1,01,01,01,000190
0160037,11,01,1,1,11,03,01,000573
0100008,04,01,1,1,08,01,01,000314
0140049,01,01,1,1,03,01,01,000202
0140040,03,01,2,2,02,01,01,000190
0150030,04,01,1,1,09,01,01,000266
0140040,03,01,1,2,02,01,01,000190
0140132,05,01,3,3,06,04,01,000764
0140134,01,01,1,1,02,01,01,000219
0140403,01,02,1,1,02,01,01,000178
0140299,04,01,1,1,09,01,01,000528
0140282,04,01,1,2,02,01,01,000181
0150028,12,01,1,1,02,03,01,000216
0150030,05,01,1,1,02,01,01,000133
0140093,03,01,1,1,05,01,01,000167
0140026,02,01,1,1,01,01,01,000180
0140175,03,01,1,1,02,02,01,000165
0150030,04,01,1,1,08,01,01,000266
0140387,02,01,1,1,03,02,01,000170
0150028,12,01,1,1,08,03,01,000648
0140143,01,01,1,1,02,04,01,000137
0140059,01,01,1,1,09,01,01,000366
0140020,01,01,2,2,02,02,01,000177
0140283,02,01,1,1,13,03,01,000516
0140196,05,01,1,1,07,01,01,000394
0140279,02,01,1,1,02,01,01,000183
0140257,01,01,1,1,02,02,01,000220
0140196,02,01,1,1,09,01,01,000591
0140009,02,01,1,1,02,03,01,000197
0140027,01,01,1,1,02,01,01,000185
0140060,02,01,1,1,02,05,01,000175
0140141,05,01,1,1,03,02,01,000170
0140383,03,01,1,1,04,02,01,000175
0140132,05,01,2,3,06,04,01,000764
0160033,07,01,3,3,02,02,01,000178
0140299,02,01,1,2,03,03,01,000176
0140055,01,01,1,1,02,03,01,000187
0140038,02,01,1,1,09,02,01,000516
0140197,03,01,1,1,02,03,01,000168
0150030,07,01,1,1,01,01,01,000133
0140167,01,01,3,3,02,04,01,000138
0140046,01,01,1,1,04,01,01,000163
0140031,01,01,1,1,08,01,01,000636
0140175,02,01,1,1,01,01,01,000165
0140049,05,01,1,1,10,01,01,000404
0140141,05,01,1,1,09,02,01,000340
0140049,05,01,1,1,03,01,01,000202
0140026,05,01,2,2,02,01,01,000180
0140166,01,01,1,1,11,01,01,000306
0140386,04,01,1,1,04,01,01,000189
0140058,03,01,1,1,02,01,01,000203
0140074,04,01,1,1,09,01,01,000692
0140169,02,01,1,1,10,01,01,000342
0160017,01,01,1,1,03,03,01,000169
0140087,02,01,1,1,10,02,01,000519
0140043,03,01,1,1,05,02,01,000356
0140388,02,01,1,1,06,01,01,000358
0140175,01,01,1,1,03,01,01,000165
0140387,02,01,1,1,02,02,01,000170
0140020,04,01,1,1,07,01,01,000177
0140132,05,01,1,3,06,04,01,000764
0140141,01,01,1,1,02,02,01,000170
0140141,05,01,1,1,04,02,01,000170
0140383,01,01,1,1,03,01,01,000175
0140299,03,01,1,1,09,02,01,000880
0140137,04,01,1,1,09,01,01,000404
0140189,02,01,1,1,10,01,01,000318
0140283,01,01,1,1,03,02,01,000172
0140027,05,01,1,1,03,02,01,000185
0140259,04,01,1,1,04,03,01,000191
0100012,01,01,1,2,04,01,01,000147
0140299,01,01,1,1,02,01,01,000176
0140395,01,01,1,1,05,03,01,000492
0140094,03,01,1,1,07,03,01,000573
0160033,07,01,2,3,02,02,01,000178
0140131,01,01,1,1,03,01,01,000184
0140299,01,01,1,1,04,01,01,000176
0140091,04,01,1,2,04,01,01,000180
0140038,02,01,1,1,05,02,01,000516
0140299,02,01,1,1,02,03,01,000176
0150030,15,01,1,1,09,01,01,000266
0140091,05,01,1,1,02,01,01,000180
0140027,05,01,1,1,09,02,01,000370
0140136,03,01,1,1,02,03,01,000172
0140026,05,01,1,2,03,01,01,000180
0140383,02,01,1,1,04,01,01,000175
0100001,04,01,2,3,04,01,01,000191
0140388,02,01,1,1,02,01,01,000179
0140297,05,01,2,3,02,02,01,000152
0140167,01,01,1,3,02,04,01,000138
0140298,01,01,1,1,03,01,01,000165
0140058,03,01,1,1,07,01,01,000609
0140193,03,01,1,1,03,03,01,000186
0140022,05,01,2,2,05,03,01,000555
0140235,02,01,1,1,03,02,01,000162
0140172,05,01,1,1,04,01,01,000177
0140264,03,01,1,1,06,02,01,000668
0140395,03,01,1,1,04,01,01,000164
0140340,02,01,1,1,02,02,01,000183
0140382,05,01,1,2,09,01,01,000168
0140130,04,01,1,1,02,01,01,000164
0140383,01,01,3,3,02,01,01,000175
3250003,12,01,1,1,02,02,01,000240
0140250,02,01,1,1,09,02,01,000384
1940506,02,01,1,1,05,03,01,002193
0140141,01,01,1,1,10,02,01,000510
0140177,05,01,1,1,02,02,01,000180
0150014,03,01,1,1,07,01,01,000250
0140234,03,01,1,1,02,02,01,000176
0140288,02,01,1,1,04,01,01,000154
0100001,04,01,1,3,04,01,01,000191
0140111,01,01,1,1,01,02,01,000178
0140043,02,01,1,1,03,01,01,000178
0140395,03,01,1,1,03,01,01,000164
0140097,04,01,1,1,03,02,01,000199
0140022,02,01,1,1,02,01,01,000185
0140297,05,01,3,3,02,02,01,000152
0140262,05,01,1,1,02,01,01,000179
0140075,03,01,1,1,04,01,01,000181
0100023,03,01,1,1,03,02,01,000180
3200022,11,01,1,1,02,02,01,000193
0140282,04,01,2,2,02,01,01,000181
0140177,03,01,1,1,02,02,01,000180
0140091,05,01,1,1,08,01,01,000360
0140297,02,01,2,2,02,01,01,000152
0140264,04,01,1,1,09,01,01,000167
2140203,05,01,2,2,13,01,01,000696
0140250,04,01,1,1,03,01,01,000192
0140048,05,01,2,2,11,01,01,000193
0150019,20,01,1,1,08,02,01,000420
0140193,02,01,1,1,09,01,01,000372
0140298,04,01,1,1,02,03,01,000165
0140196,03,01,1,1,08,02,01,000394
0140277,05,01,1,1,02,02,01,000186
0160036,16,01,1,1,02,01,01,000190
0140132,03,01,1,1,01,02,01,000191
0140087,02,01,1,1,03,02,01,000173
0140027,05,01,1,1,02,02,01,000185
0140130,03,01,1,1,04,01,01,000164
0140012,03,01,1,1,04,02,01,000150
0140173,04,01,1,1,06,01,01,000342
0140404,01,01,1,1,10,02,01,000935
0140098,04,01,1,1,10,03,01,000744
0140297,02,01,1,1,03,01,01,000152
0140251,05,01,1,1,02,02,01,000211
0140250,05,01,1,1,02,01,01,000192
0140232,03,01,1,1,09,02,01,000562
0140278,04,01,2,2,02,03,01,000181
0140091,04,01,2,2,04,01,01,000180
0140167,01,01,2,3,02,04,01,000138
0140383,01,01,2,3,02,01,01,000175
0140022,05,01,1,1,09,03,01,000555
0140091,05,01,1,1,03,01,01,000180
0140110,01,01,1,1,03,02,01,000153
0140382,05,01,2,2,09,01,01,000168
0140383,01,01,1,3,02,01,01,000175
0140250,03,01,1,1,03,02,01,000192
0140195,04,01,1,1,04,01,01,000178
0140346,01,01,1,1,04,01,01,000194
0140250,05,01,1,1,03,01,01,000192
0140100,01,01,1,1,02,03,01,000158
0140087,03,01,1,1,03,01,01,000173
0140231,03,01,3,3,02,02,01,000170
0140167,05,01,1,1,02,01,01,000138
0140316,05,01,1,1,02,02,01,000196
0140103,02,01,1,1,02,01,01,000179
0140125,02,01,1,1,09,02,01,000386
0140288,04,01,1,1,02,03,01,000154
0140257,04,01,1,1,11,02,01,000440
0140297,05,01,1,3,02,02,01,000152
0140334,02,01,1,1,02,02,01,000120
0140278,02,01,1,1,10,03,01,000543
0140098,04,01,1,1,02,03,01,000186
0100023,03,01,1,1,09,02,01,000360
0640217,02,01,1,1,02,02,01,000057
0140130,03,01,1,1,03,01,01,000164
0140175,02,01,1,1,05,01,01,000330
0140382,01,01,1,1,11,03,01,000672
0140128,01,01,1,1,02,01,01,000151
0140283,01,01,1,1,08,02,01,000344
0140009,01,01,1,2,02,01,01,000197
0140203,03,01,1,1,02,01,01,000163
0100007,04,01,1,1,04,02,01,000173
0140262,05,01,1,1,03,01,01,000179
0140094,03,01,1,1,08,03,01,000573
0140187,03,01,1,1,08,01,01,000394
0140004,03,01,1,1,09,01,01,000410
0140027,02,01,1,1,02,03,01,000185
0140278,02,01,1,1,02,03,01,000181
0140127,05,01,1,1,01,01,01,000178
0100023,04,01,2,2,02,02,01,000180
0140336,02,01,2,2,02,02,01,000196
0140235,04,01,1,1,04,01,01,000162
0140126,04,01,1,1,05,05,01,001176
0140020,01,01,1,2,02,02,01,000177
0140012,02,01,2,2,04,02,01,000150
0140184,05,01,1,1,09,02,01,000507
0140035,05,01,1,1,02,01,01,000164
0160033,18,01,1,1,03,01,01,000178
0140038,02,01,1,1,03,02,01,000258
0140337,01,01,1,1,02,01,01,000178
0140176,03,01,1,1,01,01,01,000154
0140091,01,01,1,1,13,05,01,000360
0140236,04,01,1,1,03,03,01,000180
3250021,02,01,1,1,05,01,01,000988
0140373,02,01,1,1,10,04,01,000712
0140337,04,01,1,1,01,01,01,000178
0140338,01,01,1,1,08,01,01,000880
0140297,02,01,1,2,02,01,01,000152
0140175,01,01,1,1,02,01,01,000165
0140193,05,02,1,1,04,01,01,000186
0140164,04,01,1,1,04,01,01,000179
0160011,16,01,2,2,04,06,01,000153
0140004,02,01,1,1,04,01,01,000205
0140022,05,01,1,2,05,03,01,000555
0140232,03,01,1,1,02,02,01,000281
0140381,02,01,1,1,05,01,01,000608
0140379,03,01,1,1,02,01,01,000182
0140220,02,01,2,2,05,03,01,000561
0140348,04,01,1,1,03,06,01,000241
0140262,05,01,1,1,04,01,01,000179
0140106,03,01,1,1,05,01,01,000342
0140028,03,01,1,1,07,02,01,000302
0100014,04,01,1,2,02,03,01,000136
0140193,03,01,1,1,06,03,01,000744
0140250,02,01,1,1,02,02,01,000192
0140070,05,01,2,2,02,02,01,000180
0140004,04,01,1,1,09,02,01,000410
0140130,03,01,1,1,02,01,01,000164
0140278,02,01,1,1,03,03,01,000181
0140335,01,01,1,1,03,01,01,000168
0140231,03,01,1,1,09,02,01,000340
0140374,04,01,1,1,09,01,01,000534
0100015,04,01,3,3,02,04,01,000155
0140186,01,01,1,1,02,03,01,000166
0140034,04,01,1,1,10,01,01,000561
0100017,05,01,1,1,04,02,01,000173
0100017,01,01,1,1,09,01,01,000173
0140193,05,01,1,1,06,02,01,000372
0160010,11,01,1,4,05,01,01,000162
0140278,05,01,1,1,03,01,01,000181
0140278,04,01,1,2,02,03,01,000181
0160011,12,01,1,1,09,02,01,000306
0140346,01,01,1,1,09,01,01,000388
0100015,04,01,1,3,02,04,01,000155
0140409,03,01,2,2,09,01,01,000122
0100023,04,01,1,1,03,02,01,000180
0140220,04,01,1,1,10,02,01,000935
0140023,02,01,1,2,02,03,01,000166
0140048,05,01,1,2,11,01,01,000193
0140026,05,01,1,2,02,01,01,000180
0140035,02,01,1,1,04,01,01,000164
0140189,02,01,1,1,11,01,01,000318
0160010,11,01,2,4,05,01,01,000162
0140004,01,01,1,1,09,01,01,000820
0140129,05,01,1,1,03,02,01,000189
0140206,05,01,1,1,08,02,01,000450
0140414,03,01,1,1,04,02,01,000167
0140027,01,01,1,1,04,01,01,000185
0140087,02,01,1,1,09,02,01,000519
2440221,05,01,2,2,13,03,01,001336
0140266,02,01,1,1,02,01,01,000259
0140009,01,01,2,2,02,01,01,000197
0150032,04,01,1,1,02,02,01,000134
0140196,05,01,1,1,02,01,01,000197
0160010,10,01,3,3,07,01,01,000162
0140334,02,01,2,2,04,02,01,000120
0140071,03,01,1,1,02,01,01,000172
0140312,01,01,1,1,02,02,01,000143
0140220,02,01,1,1,02,03,01,000187
0140082,01,01,1,1,04,04,01,000165
0140333,03,01,1,2,03,01,01,000196
0160003,09,01,1,1,10,01,01,000344
0140333,01,01,1,1,05,01,01,000392
0140011,04,01,1,1,08,01,01,000338
0140249,03,01,1,1,03,01,01,000190
0140014,04,01,1,1,04,02,01,000177
0160033,07,01,1,3,02,02,01,000178
0140334,02,01,1,2,04,02,01,000120
0140076,05,01,1,1,09,02,01,000336
0140220,04,01,1,1,11,02,01,000935
0140004,04,01,1,1,06,02,01,000410
0140002,04,01,1,1,08,01,01,000368
0140034,02,01,1,1,10,01,01,000187
0150014,01,01,1,1,05,02,01,000500
0140335,02,01,1,1,03,01,01,000168
0140167,05,01,1,1,03,01,01,000138
0140220,02,01,1,1,10,03,01,000561
0140193,03,01,1,1,05,03,01,000744
0140339,04,01,1,1,04,02,01,000180
0140288,04,01,1,1,04,03,01,000154
0100024,05,01,1,1,05,02,01,000366
0140091,01,01,1,1,09,05,01,000360
0140277,02,01,1,1,07,03,01,000744
0140164,01,01,1,1,02,01,01,000179
0100016,02,01,1,1,02,02,01,000171
0140336,02,01,1,2,02,02,01,000196
0140313,03,01,1,1,04,01,01,000197
0140231,05,01,1,1,10,01,01,000340
0160036,13,01,1,1,02,02,01,000190
0140348,04,01,1,1,02,06,01,000241
0140318,02,02,1,1,09,01,01,000161
0140177,05,01,1,1,03,02,01,000180
0140353,03,01,1,1,07,01,01,000364
0140404,01,01,1,1,02,02,01,000187
0140419,04,01,1,1,11,03,01,000804
0140307,02,01,1,2,04,02,01,000160
0140250,01,01,1,1,07,02,01,000384
0140169,02,01,1,1,02,01,01,000171
0140231,03,01,1,3,02,02,01,000170
0140063,03,01,1,1,07,02,01,000298
0140378,04,01,1,1,01,03,01,000168
0140333,03,01,1,1,04,01,01,000196
0140034,03,01,1,1,10,01,01,000187
0140213,01,01,1,1,03,02,01,000152
0140272,02,01,1,1,05,02,01,000447
0140375,03,01,1,1,01,02,01,000198
0140034,04,01,1,1,01,01,01,000187
0140272,05,01,1,1,02,01,01,000149
0140186,05,01,1,1,02,01,01,000166
0140034,01,01,1,1,10,03,01,000561
0140002,03,01,1,1,02,01,01,000184
0140375,03,01,1,1,09,02,01,000396
0140189,02,01,1,1,03,01,01,000159
0140311,02,01,1,1,02,02,01,000201
0140416,02,01,1,1,03,05,01,000180
0140414,02,01,1,1,02,03,01,000167
0140146,05,01,1,1,03,02,01,000196
0140419,04,01,1,1,02,03,01,000201
0140340,01,01,1,1,03,01,01,000183
0140338,03,01,1,1,02,01,01,000220
0140338,01,01,1,1,05,01,01,000880
0140216,04,01,1,1,04,01,01,000177
0100017,05,01,1,1,02,02,01,000173
0140074,04,01,1,1,02,01,01,000173
0140073,01,01,1,1,02,02,01,000169
0100024,04,01,1,1,02,04,01,000183
0140080,05,01,1,1,04,01,01,000171
0160011,16,01,1,2,04,06,01,000153
0140315,05,01,2,2,02,01,01,000167
0150002,12,01,1,1,06,01,01,000179
0140176,03,01,1,1,02,01,01,000154
0160012,09,01,1,1,02,01,01,000154
0140087,03,01,1,1,02,01,01,000173
0160017,01,01,1,1,10,03,01,000507
0140076,02,01,1,1,09,01,01,000168
0100001,04,01,3,3,04,01,01,000191
0140193,02,01,1,1,03,01,01,000186
0140315,02,01,1,1,03,02,01,000167
0100012,03,01,1,1,10,01,01,000294
0140032,05,01,2,2,02,02,01,000200
0140063,03,01,1,1,05,02,01,000298
0140372,03,01,1,1,07,01,01,000390
0140206,02,01,1,1,03,01,01,000150
0140333,03,01,2,2,03,01,01,000196
0140066,03,01,1,1,09,01,01,000507
0160003,17,01,1,1,09,01,01,000344
0140216,05,01,1,1,03,01,01,000177
0140263,02,01,1,1,02,02,01,000256
0140091,01,01,1,1,08,05,01,000360
0100014,04,01,2,2,02,03,01,000136
0140164,01,01,2,2,04,01,01,000179
0140071,03,01,1,1,04,01,01,000172
0140071,04,01,1,1,05,03,01,000688
0140416,04,01,1,1,06,02,01,000360
0140149,04,01,1,1,02,02,01,000171
0140416,03,01,1,1,02,01,01,000180
0140409,03,01,1,2,09,01,01,000122
0140220,02,01,1,2,05,03,01,000561
0140150,03,01,1,1,02,02,01,000192
0160010,11,01,4,4,05,01,01,000162
0140184,03,01,1,1,03,01,01,000169
0140419,02,01,1,1,02,01,01,000201
0140164,01,01,1,2,04,01,01,000179
0140212,05,01,1,1,02,02,01,000176
0140130,01,01,1,1,02,01,01,000164
2450040,20,01,1,1,02,01,01,000315
0140080,01,01,1,1,08,01,01,000342
0140080,04,01,1,1,03,04,01,000171
0140231,03,01,1,1,03,02,01,000170
0140155,04,01,1,1,09,01,01,000328
0140316,01,01,1,1,07,01,01,000392
0140102,01,01,1,1,02,01,01,000141
0140263,02,01,1,1,03,02,01,000256
0140150,02,01,1,1,10,04,01,000768
0140157,05,01,1,1,03,01,01,000187
0150016,01,01,1,1,01,02,01,000192
0140163,05,01,2,2,05,04,01,000724
0140277,01,01,1,1,02,01,01,000186
0140335,01,01,1,1,04,01,01,000168
0100013,03,01,1,1,01,02,01,000170
0140372,01,01,1,1,02,02,01,000195
0140206,01,01,1,1,03,03,01,000150
0140091,01,01,2,3,02,05,01,000180
0140180,01,01,1,1,02,01,01,000153
0160027,10,01,1,1,03,02,01,000181
0140012,02,01,1,2,04,02,01,000150
0140006,04,01,1,1,02,02,01,000237
0160003,12,01,1,1,05,01,01,000344
0140374,03,01,1,1,09,01,01,000356
0140206,01,01,3,3,02,03,01,000150
0140183,04,01,1,1,06,02,01,000346
0140063,04,01,1,1,02,01,01,000149
0140312,01,01,1,1,03,02,01,000143
0140219,04,01,1,1,06,02,01,000358
0140311,01,01,1,1,04,02,01,000201
0140149,04,01,1,1,03,02,01,000171
0140080,05,01,1,1,02,01,01,000171
0140176,03,01,1,1,03,01,01,000154
0140087,02,01,1,1,02,02,01,000173
0100015,04,01,2,3,02,04,01,000155
0140419,02,01,1,1,09,01,01,000201
0140110,02,01,1,1,11,01,01,000153
0100016,02,01,1,1,04,02,01,000171
0140272,05,01,1,1,10,01,01,000298
0140075,04,01,1,1,02,01,01,000181
0160003,04,01,1,1,13,01,01,000172
0140150,04,01,1,1,10,01,01,000384
0160011,04,01,1,1,04,01,01,000153
0140231,03,01,2,3,02,02,01,000170
0140184,01,01,1,1,09,01,01,000338
0140063,01,01,1,1,05,01,01,000298
0140211,01,01,2,2,09,03,01,000507
0160036,12,01,1,1,05,01,01,000380
0140321,02,01,2,2,04,01,01,000169
0140091,01,01,2,2,04,05,01,000180
0140087,03,01,2,2,04,01,01,000173
0100007,05,01,1,1,02,01,01,000173
0140404,03,01,1,1,08,01,01,000187
0160010,08,01,1,1,06,01,01,000486
0140091,01,01,1,2,04,05,01,000180
0140205,02,01,1,1,03,01,01,000162
0140091,01,01,3,3,02,05,01,000180
0140150,02,01,1,1,02,04,01,000192
0140315,05,01,1,2,02,01,01,000167
0140155,04,01,1,1,07,01,01,000328
0140246,02,01,1,1,02,03,01,000317
0140163,04,01,2,2,02,04,01,000181
0140420,04,01,1,1,07,01,01,000170
0140070,05,01,1,2,02,02,01,000180
0140163,05,01,1,2,05,04,01,000724
0140219,02,01,1,1,08,01,01,000895
0140270,05,01,1,1,07,01,01,000209
0100023,04,01,1,2,02,02,01,000180
0140307,02,01,1,1,05,02,01,000320
0140146,01,01,1,1,08,02,01,000588
0140220,05,01,1,1,08,02,01,000561
0140063,03,01,1,1,02,02,01,000149
0140163,05,01,1,1,02,04,01,000181
0140225,01,01,1,1,10,01,01,000197
0140154,01,01,1,1,02,01,01,000171
0140206,01,01,2,3,02,03,01,000150
0140085,03,01,1,1,12,03,01,000796
0140353,04,01,1,1,02,02,01,000182
0140321,02,01,1,2,04,01,01,000169
0140219,01,01,1,1,02,01,01,000179
0140367,04,01,1,1,08,01,01,000161
0140031,05,01,1,1,06,01,01,000212
0160010,11,01,3,4,05,01,01,000162
0140179,04,01,1,1,05,01,01,000164
0140312,05,01,1,1,03,03,01,000143
0140155,04,01,1,1,03,01,01,000164
0140239,04,01,1,1,09,02,01,000364
0140063,01,01,1,1,02,01,01,000149
0140151,03,01,1,1,02,02,01,000214
0140211,01,01,1,2,09,03,01,000507
0140207,04,01,1,1,03,01,01,000170
0140213,03,01,1,1,13,01,01,000304
0100012,05,01,1,1,08,01,01,000294
0140310,04,01,1,1,02,04,01,000175
0140310,01,01,1,1,02,04,01,000175
0140181,03,01,1,1,10,01,01,000177
0140205,04,01,1,1,02,01,01,000162
0140205,03,01,1,1,09,02,01,000324
0140091,01,01,1,3,02,05,01,000180
0140224,03,01,1,1,03,01,01,000183
0140151,05,01,1,1,04,04,01,000214
0140009,05,01,2,2,02,02,01,000197
0140420,02,01,1,1,03,01,01,000170
0140307,02,01,2,2,04,02,01,000160
0140158,03,01,1,1,02,01,01,000189
0140070,04,01,1,1,09,01,01,000180
0160001,13,02,1,1,08,01,01,000320
0100012,02,01,1,1,03,01,01,000147
0140065,05,01,1,1,05,03,01,000588
0140009,02,01,1,1,05,03,01,000591
0140011,03,01,1,1,04,02,01,000169
0100023,04,01,1,1,13,02,01,000360
0140178,04,01,1,1,05,01,01,000328
0140366,03,01,1,1,02,01,01,000186
0140151,05,01,1,1,07,04,01,001070
0140330,04,01,2,2,02,01,01,000142
0140420,02,01,1,1,02,01,01,000170
0160027,10,01,1,1,04,02,01,000181
0140266,02,01,2,2,03,01,01,000259
0100016,02,01,1,1,08,02,01,000342
0140067,03,01,1,1,09,02,01,000561
0140205,01,01,1,1,05,01,01,000324
0140310,03,01,1,1,09,01,01,000175
0140032,05,01,1,2,02,02,01,000200
0140269,05,01,2,2,09,01,01,000364
0150030,20,01,1,1,02,02,01,000133
0140420,01,01,1,1,10,01,01,000510
0140009,05,01,1,2,02,02,01,000197
0140151,04,01,1,1,02,02,01,000214
0140146,01,01,1,1,03,02,01,000196
0140163,01,01,1,1,01,04,01,000181
0140407,02,01,1,1,04,02,01,000136
0140028,05,01,1,1,02,02,01,000151
0140206,01,01,1,3,02,03,01,000150
0100016,02,01,1,1,03,02,01,000171
0140031,02,01,1,1,09,01,01,001060
0140009,04,01,1,1,02,03,01,000197
0140366,05,01,1,1,04,02,01,000186
0140239,02,01,1,1,02,02,01,000182
0140091,01,01,1,1,03,05,01,000180
0140366,04,01,1,1,04,03,01,000186
0140090,04,01,1,1,02,02,01,000204
0140155,04,01,1,1,02,01,01,000164
0140090,03,01,1,1,02,02,01,000204
0140266,02,01,1,2,03,01,01,000259
0140065,02,01,1,1,11,03,01,000588
0140213,03,01,1,1,02,01,01,000152
0140009,04,01,1,1,04,03,01,000197
0140087,03,01,1,2,04,01,01,000173
0150016,01,01,1,1,02,02,01,000192
0160018,09,01,1,1,04,02,01,000153
0140009,02,01,1,1,10,03,01,000591
0140246,01,01,1,1,04,04,01,000317
0140031,05,01,1,1,09,01,01,000212
0140224,02,01,1,1,05,01,01,000366
0140365,04,01,1,1,08,03,01,000471
0140150,04,01,1,1,05,01,01,000384
0140206,03,01,1,1,09,01,01,000600
0150004,03,01,1,1,09,01,01,000376
0150004,06,01,1,1,02,02,01,000188
0150007,15,01,1,1,11,02,01,000483
0140088,04,01,1,1,04,01,01,000179
0150004,07,01,1,1,02,03,01,000188
0140266,05,01,1,1,08,02,01,000518
0150004,01,01,1,1,10,01,01,000376
0140121,01,01,1,3,02,02,01,000214
0140009,03,01,2,2,02,01,01,000197
0140269,05,01,2,2,07,01,01,000364
0140239,01,01,1,1,09,05,01,000728
0140330,01,01,1,1,02,02,01,000142
0140163,05,01,1,1,03,04,01,000181
0140304,01,01,1,1,04,03,01,000143
0150007,16,01,1,1,04,01,01,000161
0140177,05,01,1,1,10,02,01,000360
0140155,05,01,1,2,02,02,01,000164
0140162,02,01,1,3,02,01,01,000179
0140155,05,01,2,2,02,02,01,000164
0140353,03,01,1,1,01,01,01,000182
0140177,05,01,2,2,08,02,01,000360
3200022,11,01,1,1,04,02,01,000193
0140330,04,01,1,2,02,01,01,000142
0140120,01,01,1,1,10,01,01,000203
0140269,05,01,1,2,07,01,01,000364
0140322,05,01,1,2,10,02,01,000366
0140082,04,01,1,1,10,02,01,000330
0140353,01,01,1,1,02,01,01,000182
0140322,05,01,1,1,03,02,01,000183
0150004,10,01,1,1,07,01,01,000188
0140236,04,01,1,1,08,03,01,000720
0140161,01,01,1,1,07,02,01,000630
0140160,02,01,1,1,09,02,01,000278
0160036,17,01,1,1,02,01,01,000190
0140120,01,01,1,1,08,01,01,000203
0140089,02,01,1,2,02,04,01,000192
0140032,03,01,1,1,09,02,01,000600
0140009,03,01,1,2,02,01,01,000197
0150007,16,01,1,1,13,01,01,000161
0140304,02,01,1,1,04,04,01,000143
0140330,03,01,1,1,02,02,01,000142
0140353,03,01,1,1,03,01,01,000182
0140160,05,01,1,1,02,01,01,000139
0140114,05,01,1,1,03,04,01,000163
0140162,02,01,3,3,02,01,01,000179
0140363,03,01,1,1,02,05,01,000187
0140162,03,01,1,1,02,02,01,000179
0140089,02,01,2,2,02,04,01,000192
0140322,03,01,1,1,03,01,01,000183
0140111,02,01,1,1,02,04,01,000178
0140162,04,01,1,1,04,01,01,000179
0140089,03,01,1,1,02,02,01,000192
0150008,06,01,1,1,02,03,01,000136
0140163,04,01,1,2,02,04,01,000181
0140269,04,01,1,1,03,01,01,000182
0140160,04,01,1,1,09,01,01,000139
0140269,05,01,1,1,02,01,01,000182
0140161,01,01,1,1,01,02,01,000210
0150007,07,01,1,1,03,01,01,000161
0150007,06,01,1,2,02,01,01,000161
0140120,04,01,1,1,04,01,01,000203
0140363,04,01,1,1,03,01,01,000187
0140162,02,01,2,3,02,01,01,000179
3250009,18,01,4,5,09,01,01,000204
0140009,02,01,1,1,03,03,01,000197
0140160,05,01,1,1,03,01,01,000139
0160017,03,01,1,1,02,01,01,000169
0140239,02,01,1,1,03,02,01,000182
0140239,02,01,1,1,09,02,01,000364
0140178,01,01,1,1,05,01,01,000164
0140269,05,01,1,2,09,01,01,000364
0140032,02,01,1,1,03,02,01,000200
0140117,04,01,1,1,10,03,01,000534
0140322,05,01,2,2,10,02,01,000366
0140114,01,01,1,1,02,01,01,000163
0150007,06,01,2,2,02,01,01,000161
0150007,07,01,1,1,06,01,01,000644
0140111,04,01,1,1,09,02,01,000356
0140267,03,01,1,1,09,02,01,000525
0150007,15,01,1,1,10,02,01,000483
0140177,05,01,1,2,08,02,01,000360
0150004,13,01,1,1,02,01,01,000188
0150007,14,01,1,1,02,01,01,000161
